x,y,Class,Neural Network,SVM,kNN,Random Forest,Neural Network (C1),Neural Network (C2),Neural Network (C3),Neural Network (C4),SVM (C1),SVM (C2),SVM (C3),SVM (C4),kNN (C1),kNN (C2),kNN (C3),kNN (C4),Random Forest (C1),Random Forest (C2),Random Forest (C3),Random Forest (C4),Fold
0.4748247042110435,0.5797226028941527,C2,C2,C2,C2,C2,0.00046235510280639736,0.9994328835266504,0.00010358217876730784,1.1791917758470276e-06,0.028949867466320257,0.9492457771224228,0.01093863548028949,0.010865719930967521,0.0,1.0,0.0,0.0,0.014285714285714285,0.9857142857142858,0.0,0.0,1
0.4918916576128367,0.6438565075521564,C2,C2,C2,C2,C2,0.0005461816936957944,0.9993210800117179,0.00013195417584573182,7.841187404490149e-07,0.036993628813173245,0.9380550163958925,0.014034147235602154,0.010917207555332233,0.0,1.0,0.0,0.0,0.014285714285714285,0.9857142857142858,0.0,0.0,1
0.6935896243623043,0.6773207331604784,C3,C3,C3,C3,C3,1.2658077670644684e-06,0.0006339772406477785,0.9993597714562293,4.985495355718843e-06,0.013588042586232453,0.07074096068175366,0.9094046491365314,0.006266347595482046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.5335166264339547,0.8082522448752434,C2,C2,C2,C2,C2,0.0003450816438313004,0.9994112691880211,0.00024352423223596796,1.2493591150857057e-07,0.07936086896915293,0.8454810142387933,0.05843404363572506,0.016724073156328675,0.0,1.0,0.0,0.0,0.05,0.95,0.0,0.0,1
0.43728620984191474,0.13726561424769912,C3,C3,C3,C3,C3,1.493121681265706e-08,2.105334953765542e-06,0.9999976462669785,2.3346685092282235e-07,0.016325564608950165,0.016794830741624016,0.9596786609330082,0.007200943716417475,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.22555943192929834,0.6075952941075325,C1,C1,C1,C1,C1,0.9992795989105306,0.0007156613143430747,4.543070286762691e-06,1.967048395739777e-07,0.8277510157812183,0.11836854393301141,0.03230404069340037,0.0215763995923698,1.0,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,0.0,0.0,1
0.36354076239178196,0.45890735042617603,C2,C2,C2,C2,C2,0.0008508980861743467,0.9987792319633924,0.0003677547576440522,2.1151927891866637e-06,0.05481450053696221,0.9018410924762438,0.02749583588297098,0.015848571103823015,0.0,1.0,0.0,0.0,0.1,0.8166666666666667,0.08333333333333333,0.0,1
0.10897261471716957,0.3526411462568424,C3,C3,C3,C3,C3,1.8387414010760756e-06,6.559764694530118e-05,0.9999325535150758,1.0096577715487371e-08,0.020987843193624713,0.015351769684804987,0.9531905939195204,0.010469793202049566,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.7641311101154488,0.7868700508372781,C3,C3,C3,C3,C3,8.726187303721305e-09,4.929737108486874e-06,0.9999949169813936,1.445553106477359e-07,0.014302409371165435,0.014507925966654924,0.9625766566603767,0.008613008001802945,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.549881678084135,0.794671186693291,C2,C2,C2,C2,C2,0.0002280247952036898,0.9990138847327938,0.0007578919829014404,1.984891011581369e-07,0.059025345381444126,0.8504513422995417,0.07492399415486446,0.015599318164149658,0.0,1.0,0.0,0.0,0.05,0.85,0.1,0.0,1
0.1067249399646871,0.34655937559981076,C3,C3,C3,C3,C3,1.0802881076552027e-06,4.506160792853436e-05,0.9999538509338189,7.1701448867406634e-09,0.01915894572221195,0.014079797915332563,0.9562183590718804,0.01054289729057499,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.6723457861900956,0.9010404578777479,C3,C3,C3,C3,C3,1.793573057906801e-05,0.10759280436955787,0.8923885531897747,7.067100883003557e-07,0.05177649565904172,0.2006045037475327,0.7297944325684372,0.01782456802498843,0.0,0.4,0.6,0.0,0.0,0.2,0.8,0.0,1
0.31281777302563385,0.305032533885259,C2,C3,C3,C3,C3,5.747346239094614e-06,0.006452677053408431,0.993540702925002,8.726753505791057e-07,0.030922253637331653,0.2660373170975018,0.6906444958242582,0.012395933440908285,0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,1
0.8925933774913405,0.27601685214070865,C4,C4,C4,C4,C4,2.1217234794472252e-07,7.434916275868366e-08,0.0007368873132846588,0.9992628261652047,0.06280104108501419,0.049080605429445395,0.06640396950240414,0.8217143839831363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.6988473970546413,0.4685243798977121,C3,C3,C3,C3,C3,1.6696095732629903e-05,0.00046470678336925006,0.9984744706144213,0.001044126506476793,0.012555108549984314,0.030932906075883334,0.9394340749219751,0.017077910452157608,0.0,0.0,1.0,0.0,0.0,0.4,0.6,0.0,1
0.08420455832929395,0.2845448363187557,C3,C3,C3,C3,C3,1.0940683024243097e-08,1.1121100130033552e-06,0.99999887664211,3.071939606234469e-10,0.009671048803245463,0.007874140613763717,0.9702988841449026,0.012155926438088218,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.2112286601642735,0.23191451087314807,C3,C3,C3,C3,C3,1.4380999065948421e-08,6.836537535029289e-06,0.9999931463801766,2.7012893638692477e-09,0.012765472191172574,0.020876994283955067,0.9576520686570471,0.008705464867825311,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.1,1
0.7338783722036557,0.7539055013887477,C3,C3,C3,C3,C3,6.127399786729225e-08,3.672489893064984e-05,0.9999627189581315,4.948689399428638e-07,0.013507045087971707,0.024662924598275574,0.9547503099553305,0.007079720358422438,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.19308853839870174,0.629237559654872,C1,C1,C1,C1,C1,0.9999172498731513,8.133078922560973e-05,1.369576555665e-06,4.976106718586021e-08,0.8928962577556929,0.057242116918707855,0.029070995230723064,0.02079063009487641,1.0,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,0.0,0.0,1
0.23914443431506063,0.1991232798981182,C3,C3,C3,C3,C3,5.815137673186106e-09,2.9588481752300917e-06,0.9999970331491922,2.1874948350771867e-09,0.012796128144110604,0.018899699624500117,0.9599660549937342,0.008338117237655191,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.3738106949899685,C3,C3,C3,C3,C3,1.6043067148220133e-06,1.3497332182393404e-06,0.9999970450302111,9.298558447183061e-10,0.017727128009300833,0.005621342748133601,0.9632301877736318,0.013421341468933827,0.0,0.0,1.0,0.0,0.0,0.05,0.95,0.0,1
0.5385540080020779,0.7249576342262564,C2,C2,C2,C2,C2,0.00029173299748309157,0.9988291878480849,0.0008785000393341513,5.791150979140396e-07,0.03805246652909768,0.9097476033962192,0.03958367509313715,0.012616254981545902,0.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,1
0.639468185982194,0.33422369998925244,C3,C3,C3,C3,C3,7.467767457590377e-05,0.001885109354801038,0.9914511384710952,0.0065890744995278925,0.014343787575962415,0.027666106528837817,0.934219318132769,0.023770787762430554,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.3,1
0.5940761174400675,0.3053741930952088,C3,C3,C3,C3,C3,3.5023995847415815e-05,0.0017406382482582031,0.9969734180751539,0.0012509196807404992,0.014826462166905766,0.041516469696175944,0.927785506479733,0.01587156165718489,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.2,1
0.4644512817917257,0.4573411711242099,C2,C2,C2,C2,C2,0.0003407119666732927,0.998914772987133,0.0007398767178205054,4.638328373196725e-06,0.020914366068528114,0.9365301636521687,0.026253558881533016,0.016301911397770215,0.0,1.0,0.0,0.0,0.0,0.9666666666666666,0.03333333333333333,0.0,1
0.09147532479091858,0.6687307218371144,C1,C1,C1,C1,C1,0.9999990650523832,7.258044179947636e-07,2.0717799064533367e-07,1.965207826109243e-09,0.9102563396442775,0.015851976413045955,0.050945074798796744,0.022946609143879845,1.0,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,0.0,0.0,1
0.7768502334175055,0.24358481675930158,C4,C4,C4,C4,C3,6.78109049898701e-06,9.987863786963368e-06,0.038431140143459136,0.9615520909022549,0.05074024504785996,0.047499615389422614,0.30125667791499244,0.6005034616477251,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.4,1
0.6038155597553669,0.7400498285763302,C2,C2,C2,C2,C2,0.0002539306628944262,0.7696616861330363,0.2300752540116303,9.129192438917776e-06,0.03116901054743388,0.685203458425821,0.27077595410292316,0.012851576923822257,0.0,0.6,0.4,0.0,0.0,0.8,0.2,0.0,1
0.9276941179905698,0.3190204785091004,C4,C4,C4,C4,C4,1.7446756859920725e-07,5.8088641365592595e-08,0.00206141768419653,0.9979383497595934,0.0713479674121373,0.05595047877583861,0.07568843682131804,0.7970131169907058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.6716576420125885,0.967704661676179,C3,C3,C3,C3,C3,3.3783131419674064e-05,0.3619636159135144,0.6380023067566113,2.941984546416057e-07,0.07577440520424274,0.21680216753748416,0.6833199347849979,0.024103492473275034,0.0,0.4,0.6,0.0,0.0,0.2,0.8,0.0,1
0.19927644335193312,0.640207138762201,C1,C1,C1,C1,C1,0.9999279356702514,7.112996455839968e-05,8.922166604657056e-07,4.2148529754137e-08,0.8995680520198964,0.0559027353177818,0.023699526980217198,0.02082968568210463,1.0,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,0.0,0.0,1
0.06465055084605567,0.4338934746022091,C3,C3,C3,C3,C2,0.0015209227568932023,0.0003241220029000608,0.9981548218695983,1.3337060863799527e-07,0.06437708779259615,0.01354495400990392,0.9100786018294741,0.011999356368025998,0.2,0.0,0.8,0.0,0.07857142857142857,0.5166666666666666,0.40476190476190477,0.0,1
0.2491602687743566,0.6106806561383755,C1,C1,C1,C1,C1,0.9981893085179898,0.0018052894494685826,5.077188899303594e-06,3.2484364226477934e-07,0.7769943487969744,0.17397795049251774,0.027334211854716163,0.021693488855791733,1.0,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,0.0,0.0,1
0.7259859027870021,0.614598639895063,C3,C3,C3,C3,C3,4.338541871465287e-07,5.6912563529506276e-05,0.999933988297039,8.665285244444648e-06,0.009986139315901456,0.02373930812021754,0.9596300130865569,0.006644539477324057,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.6064659728931278,1.0,C3,C2,C3,C2,C2,6.103908658656743e-05,0.997183268907401,0.0027556804132624307,1.1592749739834363e-08,0.13811271457546684,0.4174653885386555,0.4137214579929059,0.030700438892971593,0.0,0.8,0.2,0.0,0.15,0.6499999999999999,0.2,0.0,1
0.7539446356577001,0.6819930143613417,C3,C3,C3,C3,C3,5.463351118785627e-08,1.0068295079386062e-05,0.9999885143637604,1.3627076491292225e-06,0.010185196530435205,0.012111934724268353,0.9712765867634473,0.006426281981849295,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.515037385714909,0.5385715221521222,C2,C2,C2,C2,C2,0.0001188541159399695,0.9994981192244712,0.0003815327325744135,1.4939270144322944e-06,0.015088304889811431,0.9510333540309691,0.019765289164317194,0.014113051914902308,0.0,1.0,0.0,0.0,0.0,0.8166666666666668,0.18333333333333335,0.0,2
0.6038155597553669,0.7400498285763302,C2,C2,C2,C2,C3,0.000114263850997039,0.8123642804852079,0.18751613089894054,5.324764854512498e-06,0.02036084097326116,0.753611326064679,0.21153493504687146,0.01449289791518838,0.0,0.6,0.4,0.0,0.0,0.0,1.0,0.0,2
0.5233959384365866,0.7097498630270482,C2,C2,C2,C2,C2,0.00016427270808289467,0.9996910371403058,0.00014436946098052872,3.206906309747846e-07,0.03591790777131157,0.9316403705587865,0.018456140634840943,0.013985581035061,0.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,2
0.6935896243623043,0.6773207331604784,C3,C3,C3,C3,C3,2.721328854203496e-07,0.0003169587464142046,0.9996814059239604,1.3631967399445447e-06,0.01071156657483526,0.094437563616376,0.8866577476761445,0.008193122132644094,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.5597067587522575,0.8371266738915027,C2,C2,C2,C2,C2,0.00024543034047310716,0.9913117527967471,0.008442441632219065,3.7523056082646246e-07,0.050645387177116634,0.7563877107867248,0.1741485266805186,0.018818375355639717,0.0,1.0,0.0,0.0,0.0,0.74,0.26,0.0,2
0.5940761174400675,0.3053741930952088,C3,C3,C3,C3,C3,4.2618419498172464e-05,0.003579669178507525,0.9863013047695424,0.010076407632452019,0.014403403671161108,0.045903940038063216,0.9180971630278496,0.021595493262926174,0.0,0.0,1.0,0.0,0.0,0.23333333333333334,0.6666666666666667,0.1,2
0.2491602687743566,0.6106806561383755,C1,C1,C1,C1,C1,0.9985615426488177,0.0014267434655803944,1.157229947643156e-05,1.4158612543179025e-07,0.8479943026525466,0.10805026218826502,0.017644302658993433,0.02631113250019477,1.0,0.0,0.0,0.0,0.85,0.05,0.1,0.0,2
0.7362480933441591,0.7835121964545869,C3,C3,C3,C3,C3,5.641343050861293e-09,9.736682209360619e-06,0.9999901955262913,6.215015619424944e-08,0.007020016242628004,0.024106830266551887,0.9597575097646944,0.009115643726125612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.549881678084135,0.794671186693291,C2,C2,C2,C2,C2,0.0001678497446876667,0.9981778291578455,0.0016540128054946296,3.082919722101242e-07,0.043219854165655054,0.866881100586461,0.07255196654506467,0.01734707870281942,0.0,1.0,0.0,0.0,0.0,0.6166666666666666,0.38333333333333336,0.0,2
0.3190344535175314,0.14643266078929046,C3,C3,C3,C3,C3,1.1149962315214545e-08,3.997219183738259e-05,0.9999598578690658,1.587891346668845e-07,0.012811109288136193,0.018069914780809375,0.9625426774555107,0.006576298475543922,0.0,0.0,1.0,0.0,0.02857142857142857,0.07142857142857142,0.9,0.0,2
0.7715035989823338,0.6816964310042942,C3,C3,C3,C3,C3,4.3391206705186225e-09,1.953100182058366e-06,0.9999978519114692,1.906492281755253e-07,0.007232232965469562,0.010292832121007097,0.9722163841402508,0.01025855077327241,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.7508472829187662,0.7943729212954248,C3,C3,C3,C3,C3,2.1350507812511787e-09,3.4991005275818803e-06,0.9999964648055056,3.395891607516192e-08,0.006633942667173178,0.01643912206711863,0.9672473095280345,0.009679625737673673,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.17457328682900047,0.29155961115229556,C3,C3,C3,C3,C3,8.7327242602671e-06,0.0014768845259950751,0.9985143229894597,5.976028477768662e-08,0.015816096461654258,0.03973849943182103,0.9358202097411715,0.008625194365353346,0.0,0.0,1.0,0.0,0.1,0.08333333333333333,0.8166666666666668,0.0,2
0.47561579733221604,0.7126690256852972,C2,C2,C2,C2,C2,0.0038927520986206626,0.9960605139393,4.6200943053765204e-05,5.330190258055396e-07,0.09194799478027067,0.8754764647002936,0.01714119633867711,0.015434344180758711,0.2,0.8,0.0,0.0,0.0,0.9,0.1,0.0,2
0.19655335160812412,0.18861823158566698,C3,C3,C3,C3,C3,4.0366754403751014e-08,0.00010828377662580237,0.9998916687088915,7.14772821143899e-09,0.009320896319462875,0.01335759180545517,0.9688369935897857,0.008484518285295908,0.0,0.0,1.0,0.0,0.2,0.0,0.8,0.0,2
0.36354076239178196,0.45890735042617603,C2,C2,C2,C2,C2,0.0007582760663386377,0.9991986765653731,4.2247218185686075e-05,8.001501024670336e-07,0.05213005197144833,0.9119113718879902,0.02136050703379163,0.014598069106769888,0.0,1.0,0.0,0.0,0.06857142857142857,0.9314285714285713,0.0,0.0,2
0.7641311101154488,0.7868700508372781,C3,C3,C3,C3,C3,1.2133379917554125e-09,1.6259605398527772e-06,0.9999983450608273,2.7765294633193218e-08,0.006476982221297952,0.01256290598355659,0.9709391599751339,0.010020951820011458,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.05805411397808091,0.42366988841159403,C3,C3,C3,C3,C3,0.0018302676774017742,3.4221232268802224e-05,0.9981354858837346,2.5206594913187023e-08,0.05610809706408423,0.015646029105918835,0.9161585934566852,0.01208728037331159,0.0,0.0,1.0,0.0,0.0,0.15,0.85,0.0,2
0.19308853839870174,0.629237559654872,C1,C1,C1,C1,C1,0.9999300054081954,6.414681800963479e-05,5.8256732100763515e-06,2.210058494546928e-08,0.9206979529869262,0.034436415096706134,0.018343275730968046,0.026522356185399703,1.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,2
0.23914443431506063,0.1991232798981182,C3,C3,C3,C3,C3,1.5898151463399135e-07,0.0012182893707066507,0.998781493435801,5.8211977615508444e-08,0.010356483703665174,0.022275441051315056,0.9600667058928701,0.0073013693521496136,0.0,0.0,1.0,0.0,0.15,0.0,0.85,0.0,2
0.06784840206283319,0.35544721274821395,C3,C3,C3,C3,C3,1.3576655682776381e-05,8.394946358331697e-06,0.9999780243889904,4.008968593499195e-09,0.017058502776108108,0.011863235111811461,0.9605167751562964,0.010561486955783867,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.36555428854946165,0.14624472394706234,C3,C3,C3,C3,C3,1.8024404980406824e-08,3.3793794364932766e-05,0.999965594030549,5.941506809438268e-07,0.013940263117635613,0.020615443085719,0.9589553288277185,0.006488964968926813,0.0,0.0,1.0,0.0,0.02857142857142857,0.17142857142857143,0.8,0.0,2
0.5303804081797339,0.5504685800183093,C2,C2,C2,C2,C2,0.0001276270607042786,0.9988181237068903,0.0010519645588238941,2.284673581339031e-06,0.014506699841974046,0.9441301382530533,0.02684996230069797,0.014513199604274512,0.0,1.0,0.0,0.0,0.0,0.8166666666666668,0.18333333333333335,0.0,2
0.2217645179465809,0.22740322749816544,C3,C3,C3,C3,C3,7.976651123854381e-07,0.002929389240893408,0.9970697443681101,6.872588406280158e-08,0.010827182140224672,0.028733547950387794,0.9528969870898657,0.0075422828195220466,0.0,0.0,1.0,0.0,0.15,0.0,0.85,0.0,2
0.7641349147878859,0.5172114992939317,C3,C3,C3,C3,C3,2.0535375988130922e-07,1.0044247479509071e-05,0.9999099488553955,7.980154336501023e-05,0.011332286469826796,0.011519221319955263,0.9465417098071931,0.03060678240302458,0.0,0.0,1.0,0.0,0.0,0.016666666666666666,0.9833333333333334,0.0,2
0.17937994696141193,0.7486982965716151,C1,C1,C1,C1,C1,0.9999963278777184,3.3187564733820985e-06,3.5196556496649545e-07,1.4002432563392919e-09,0.9425089478258344,0.016625696844274142,0.011319522084830948,0.0295458332450605,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,2
0.14127775316993987,0.9215467153897093,C1,C1,C1,C1,C1,0.9999999250275097,5.548232363052067e-08,1.9476051740272582e-08,1.4114869119934768e-11,0.8114969169979237,0.03230342140419053,0.10862615678842114,0.04757350480946489,1.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,2
0.34225750858165566,0.32554468372169043,C2,C2,C2,C2,C3,3.4323883261842995e-05,0.9932173809548255,0.006747133358566723,1.1618033460267928e-06,0.02905139572334103,0.6025822050803441,0.3531661902043762,0.015200208991938944,0.0,0.8,0.2,0.0,0.02857142857142857,0.42142857142857143,0.55,0.0,2
0.6884382243746802,0.697926925661812,C3,C3,C3,C3,C3,3.3039604880003453e-07,0.0004913474822878492,0.9995071235307607,1.1985909028129374e-06,0.011100111719278093,0.115848525836793,0.8646438996540576,0.008407462789871407,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.6358035409753894,0.24228205877297282,C3,C3,C3,C3,C3,1.9057618076728965e-05,0.0005517325539344949,0.8498824172023844,0.14954679262560444,0.016953531611095612,0.020009625800021184,0.900659342918574,0.06237749967030901,0.0,0.0,0.8,0.2,0.0,0.0,0.8583333333333332,0.14166666666666666,2
0.1067249399646871,0.34655937559981076,C3,C3,C3,C3,C3,2.3687497242124464e-05,8.625755598456198e-05,0.9998900387739069,1.617286644835763e-08,0.02043428234055233,0.02097458986482773,0.9486484798116329,0.009942647982986927,0.0,0.0,1.0,0.0,0.03333333333333333,0.0,0.9666666666666666,0.0,2
0.8268804379652801,0.3281696695715966,C4,C4,C4,C4,C4,9.77414146206454e-07,3.429926466860281e-06,0.1071040384580649,0.892891554201322,0.04548206985978192,0.055378650928530525,0.22668695469884276,0.672452324512845,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.9,2
0.8558938181788717,0.23924187508673014,C4,C4,C4,C4,C4,3.0533734363710344e-08,4.156561577634368e-08,0.0008409458867334585,0.9991589820139164,0.05217703857216324,0.04525830287012955,0.08167342291786119,0.8208912356398459,0.0,0.0,0.0,1.0,0.0,0.0,0.25833333333333336,0.7416666666666666,2
0.49617875714973986,0.8149931774705717,C2,C2,C2,C2,C2,0.006025482512693624,0.9935871124859601,0.00038703932359595384,3.65677750290474e-07,0.13015652529269686,0.8005691130083138,0.048110355484146286,0.021164006214842795,0.0,1.0,0.0,0.0,0.0,0.9800000000000001,0.02,0.0,2
0.8413260799925549,0.3317505132295619,C4,C4,C4,C4,C4,6.510956719967438e-07,2.0267746495139835e-06,0.09055500676183012,0.9094423153678484,0.047337645892356145,0.056143713863322287,0.1941196675444349,0.7023989726998865,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.9,2
0.2112286601642735,0.23191451087314807,C3,C3,C3,C3,C3,8.271027560620712e-07,0.0019448109192090396,0.9980543118553673,5.012266751167348e-08,0.01072788169405512,0.02709522214790737,0.9544390837572863,0.007737812400750966,0.0,0.0,1.0,0.0,0.15,0.0,0.8083333333333333,0.041666666666666664,2
0.16397560941827372,0.687526397914634,C1,C1,C1,C1,C1,0.9999930996534686,5.716106724196813e-06,1.1808320364461947e-06,3.407770714948514e-09,0.9394664456599859,0.0183967410555051,0.01430102141952442,0.02783579186498449,1.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,2
0.7245062494596523,0.6214831227641088,C3,C3,C3,C3,C3,7.663594979998743e-08,3.223874308868271e-05,0.9999660742735317,1.6103474299170653e-06,0.00881366193754823,0.02782873227414426,0.9544842407195738,0.008873365068733466,0.0,0.0,1.0,0.0,0.0,0.04,0.96,0.0,2
0.43867071242439637,0.5653472587914676,C2,C2,C2,C2,C2,0.0008694882677951433,0.9991113327198313,1.8487596460644843e-05,6.914159130292725e-07,0.04638623312651016,0.9304552805672104,0.010729590079807299,0.012428896226472072,0.0,1.0,0.0,0.0,0.13999999999999999,0.6766666666666667,0.18333333333333335,0.0,2
0.23793025991836142,0.18853526512130125,C3,C3,C3,C3,C3,7.5560308122854e-08,0.0005690419829001903,0.9994308427453581,3.971143350554566e-08,0.01021210321534103,0.01896002826292009,0.9634166061883939,0.007411262333345389,0.0,0.0,1.0,0.0,0.15,0.0,0.85,0.0,2
0.7516675542103776,0.7647049709675133,C3,C3,C3,C3,C3,3.0403475875552304e-09,3.77327368442877e-06,0.9999961671806871,5.6505280972299735e-08,0.006718158157395043,0.017080897546306265,0.9669266382581281,0.00927430603817056,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.639468185982194,0.33422369998925244,C3,C3,C3,C3,C3,3.776594883817122e-05,0.0015381890626087887,0.9750643746050043,0.023359670383548675,0.013974548760669801,0.027884933207842154,0.9246705935015772,0.03346992452991104,0.0,0.0,1.0,0.0,0.0,0.05,0.85,0.1,2
0.40992231986891087,0.4838696827925764,C2,C2,C2,C2,C2,0.00029322676943455036,0.999686079577117,2.0085953731711345e-05,6.07699716679729e-07,0.03325152997722935,0.9408490837371262,0.012766227125851369,0.013133159159793182,0.0,1.0,0.0,0.0,0.056666666666666664,0.9433333333333334,0.0,0.0,2
0.08420455832929395,0.2845448363187557,C3,C3,C3,C3,C3,4.1583584885642397e-07,3.044742107760148e-06,0.9999965384313537,9.906897335073672e-10,0.009749814813509103,0.009329403346963534,0.970531027018094,0.010389754821433311,0.0,0.0,1.0,0.0,0.03333333333333333,0.05,0.7166666666666666,0.2,2
0.49617875714973986,0.8149931774705717,C2,C2,C2,C2,C2,0.008655683658144096,0.9908825582263595,0.00046112432500186677,6.337904944426968e-07,0.05769662002827583,0.8918909569011991,0.03365789673022711,0.016754526340298247,0.0,1.0,0.0,0.0,0.05,0.95,0.0,0.0,3
0.36354076239178196,0.45890735042617603,C2,C2,C2,C2,C2,0.00040746538982710964,0.9994963477642368,9.490993795546687e-05,1.2769079808502889e-06,0.06179818901229769,0.884190485451029,0.03932747525501616,0.014683850281657241,0.0,1.0,0.0,0.0,0.030952380952380953,0.5940476190476189,0.37499999999999994,0.0,3
0.515037385714909,0.5385715221521222,C2,C2,C2,C2,C2,0.00020189984090155928,0.9988326059549348,0.0009589764346319063,6.517769531771901e-06,0.023821737850140218,0.8791472886020949,0.07876837988494084,0.018262593662824202,0.0,1.0,0.0,0.0,0.0,0.9125,0.0875,0.0,3
